"Age","Race.Sex","Year","Survival","SurvivalP","Deaths","qx"
"  0","All","2015",1e+05,1,589,0.00589
"  1","All","2015",99411,0.99411,99,0.0009958656
"  5","All","2015",99312,0.99312,58,0.000584018
" 10","All","2015",99254,0.99254,73,0.0007354867
" 15","All","2015",99181,0.99181,238,0.0023996532
" 20","All","2015",98943,0.98943,440,0.0044470048
" 25","All","2015",98503,0.98503,523,0.005309483
" 30","All","2015",97980,0.9798,623,0.0063584405
" 35","All","2015",97357,0.97357,748,0.0076830634
" 40","All","2015",96609,0.96609,990,0.0102474925
" 45","All","2015",95619,0.95619,1461,0.0152793901
" 50","All","2015",94158,0.94158,2291,0.0243314429
" 55","All","2015",91867,0.91867,3308,0.0360085776
" 60","All","2015",88559,0.88559,4504,0.0508587495
" 65","All","2015",84055,0.84055,5989,0.0712509666
" 70","All","2015",78066,0.78066,8507,0.1089718956
" 75","All","2015",69559,0.69559,11748,0.1688925948
" 80","All","2015",57811,0.57811,15619,0.2701734964
" 85","All","2015",42192,0.42192,17907,0.4244169511
" 90","All","2015",24285,0.24285,14993,0.6173769817
" 95","All","2015",9292,0.09292,7357,0.7917563495
"100","All","2015",1935,0.01935,1935,1
"  0","All Male","2015",1e+05,1,639,0.00639
"  1","All Male","2015",99361,0.99361,111,0.0011171385
"  5","All Male","2015",99250,0.9925,65,0.0006549118
" 10","All Male","2015",99185,0.99185,84,0.0008469023
" 15","All Male","2015",99101,0.99101,327,0.003299664
" 20","All Male","2015",98774,0.98774,639,0.0064693138
" 25","All Male","2015",98135,0.98135,736,0.0074998726
" 30","All Male","2015",97399,0.97399,830,0.0085216481
" 35","All Male","2015",96569,0.96569,954,0.0098789467
" 40","All Male","2015",95615,0.95615,1206,0.0126130837
" 45","All Male","2015",94409,0.94409,1752,0.0185575528
" 50","All Male","2015",92657,0.92657,2776,0.0299599599
" 55","All Male","2015",89881,0.89881,4039,0.0449371947
" 60","All Male","2015",85842,0.85842,5512,0.0642109923
" 65","All Male","2015",80330,0.8033,7013,0.0873023777
" 70","All Male","2015",73317,0.73317,9540,0.1301198903
" 75","All Male","2015",63777,0.63777,12614,0.1977828998
" 80","All Male","2015",51163,0.51163,15873,0.3102437308
" 85","All Male","2015",35290,0.3529,16815,0.4764805894
" 90","All Male","2015",18475,0.18475,12438,0.6732341001
" 95","All Male","2015",6037,0.06037,5038,0.8345204572
"100","All Male","2015",999,0.00999,999,1
"  0","All Female","2015",1e+05,1,538,0.00538
"  1","All Female","2015",99462,0.99462,86,0.0008646518
"  5","All Female","2015",99376,0.99376,50,0.0005031396
" 10","All Female","2015",99326,0.99326,61,0.0006141393
" 15","All Female","2015",99265,0.99265,144,0.0014506624
" 20","All Female","2015",99121,0.99121,230,0.0023203963
" 25","All Female","2015",98891,0.98891,300,0.0030336431
" 30","All Female","2015",98591,0.98591,412,0.0041788804
" 35","All Female","2015",98179,0.98179,539,0.0054899724
" 40","All Female","2015",97640,0.9764,773,0.0079168374
" 45","All Female","2015",96867,0.96867,1167,0.0120474465
" 50","All Female","2015",95700,0.957,1805,0.018861024
" 55","All Female","2015",93895,0.93895,2583,0.027509452
" 60","All Female","2015",91312,0.91312,3512,0.0384615385
" 65","All Female","2015",87800,0.878,4973,0.0566400911
" 70","All Female","2015",82827,0.82827,7487,0.0903932293
" 75","All Female","2015",75340,0.7534,10918,0.1449163791
" 80","All Female","2015",64422,0.64422,15474,0.2401974481
" 85","All Female","2015",48948,0.48948,19176,0.3917626869
" 90","All Female","2015",29772,0.29772,17568,0.5900846433
" 95","All Female","2015",12204,0.12204,9480,0.7767944936
"100","All Female","2015",2724,0.02724,2724,1
"  0","White All","2015",1e+05,1,492,0.00492
"  1","White All","2015",99508,0.99508,89,0.0008944005
"  5","White All","2015",99419,0.99419,54,0.0005431557
" 10","White All","2015",99365,0.99365,69,0.0006944095
" 15","White All","2015",99296,0.99296,224,0.0022558814
" 20","White All","2015",99072,0.99072,420,0.0042393411
" 25","White All","2015",98652,0.98652,515,0.0052203706
" 30","White All","2015",98137,0.98137,619,0.0063075089
" 35","White All","2015",97518,0.97518,736,0.0075473246
" 40","White All","2015",96782,0.96782,974,0.0100638548
" 45","White All","2015",95808,0.95808,1434,0.0149674349
" 50","White All","2015",94374,0.94374,2249,0.0238307161
" 55","White All","2015",92125,0.92125,3225,0.0350067843
" 60","White All","2015",88900,0.889,4382,0.0492913386
" 65","White All","2015",84518,0.84518,5937,0.0702453915
" 70","White All","2015",78581,0.78581,8516,0.1083722528
" 75","White All","2015",70065,0.70065,11848,0.1691001213
" 80","White All","2015",58217,0.58217,15836,0.2720167649
" 85","White All","2015",42381,0.42381,18126,0.4276916543
" 90","White All","2015",24255,0.24255,15164,0.6251906823
" 95","White All","2015",9091,0.09091,7282,0.8010119899
"100","White All","2015",1809,0.01809,1809,1
"  0","White Male","2015",1e+05,1,533,0.00533
"  1","White Male","2015",99467,0.99467,99,0.000995305
"  5","White Male","2015",99368,0.99368,61,0.0006138797
" 10","White Male","2015",99307,0.99307,79,0.0007955129
" 15","White Male","2015",99228,0.99228,300,0.0030233402
" 20","White Male","2015",98928,0.98928,600,0.006065017
" 25","White Male","2015",98328,0.98328,716,0.0072817509
" 30","White Male","2015",97612,0.97612,818,0.0083801172
" 35","White Male","2015",96794,0.96794,932,0.009628696
" 40","White Male","2015",95862,0.95862,1188,0.0123928147
" 45","White Male","2015",94674,0.94674,1722,0.0181887319
" 50","White Male","2015",92952,0.92952,2734,0.0294130304
" 55","White Male","2015",90218,0.90218,3944,0.0437163316
" 60","White Male","2015",86274,0.86274,5352,0.062034912
" 65","White Male","2015",80922,0.80922,6927,0.0856009491
" 70","White Male","2015",73995,0.73995,9532,0.1288195148
" 75","White Male","2015",64463,0.64463,12720,0.1973224951
" 80","White Male","2015",51743,0.51743,16135,0.3118296195
" 85","White Male","2015",35608,0.35608,17058,0.4790496518
" 90","White Male","2015",18550,0.1855,12655,0.6822102426
" 95","White Male","2015",5895,0.05895,4981,0.8449533503
"100","White Male","2015",914,0.00914,914,1
"  0","White Female","2015",1e+05,1,449,0.00449
"  1","White Female","2015",99551,0.99551,78,0.000783518
"  5","White Female","2015",99473,0.99473,47,0.00047249
" 10","White Female","2015",99426,0.99426,59,0.0005934062
" 15","White Female","2015",99367,0.99367,145,0.001459237
" 20","White Female","2015",99222,0.99222,227,0.0022877991
" 25","White Female","2015",98995,0.98995,302,0.0030506591
" 30","White Female","2015",98693,0.98693,409,0.0041441642
" 35","White Female","2015",98284,0.98284,530,0.0053925359
" 40","White Female","2015",97754,0.97754,755,0.0077234691
" 45","White Female","2015",96999,0.96999,1135,0.0117011516
" 50","White Female","2015",95864,0.95864,1755,0.0183071852
" 55","White Female","2015",94109,0.94109,2497,0.0265330627
" 60","White Female","2015",91612,0.91612,3408,0.0372003668
" 65","White Female","2015",88204,0.88204,4936,0.0559611809
" 70","White Female","2015",83268,0.83268,7503,0.0901066436
" 75","White Female","2015",75765,0.75765,11013,0.145357355
" 80","White Female","2015",64752,0.64752,15655,0.241768594
" 85","White Female","2015",49097,0.49097,19379,0.3947084343
" 90","White Female","2015",29718,0.29718,17752,0.5973484084
" 95","White Female","2015",11966,0.11966,9400,0.7855590841
"100","White Female","2015",2566,0.02566,2566,1
"  0","African American All","2015",1e+05,1,1139,0.01139
"  1","African American All","2015",98861,0.98861,153,0.0015476275
"  5","African American All","2015",98708,0.98708,82,0.0008307331
" 10","African American All","2015",98626,0.98626,97,0.0009835135
" 15","African American All","2015",98529,0.98529,335,0.0034000142
" 20","African American All","2015",98194,0.98194,620,0.0063140314
" 25","African American All","2015",97574,0.97574,711,0.0072867772
" 30","African American All","2015",96863,0.96863,842,0.0086926897
" 35","African American All","2015",96021,0.96021,1049,0.0109246936
" 40","African American All","2015",94972,0.94972,1377,0.0144990102
" 45","African American All","2015",93595,0.93595,1973,0.0210801859
" 50","African American All","2015",91622,0.91622,3062,0.033419921
" 55","African American All","2015",88560,0.8856,4543,0.0512985547
" 60","African American All","2015",84017,0.84017,6235,0.0742111715
" 65","African American All","2015",77782,0.77782,7562,0.0972204366
" 70","African American All","2015",70220,0.7022,9722,0.1384505839
" 75","African American All","2015",60498,0.60498,11999,0.1983371351
" 80","African American All","2015",48499,0.48499,14009,0.2888513165
" 85","African American All","2015",34490,0.3449,14467,0.4194549145
" 90","African American All","2015",20023,0.20023,11507,0.5746891075
" 95","African American All","2015",8516,0.08516,6182,0.7259276656
"100","African American All","2015",2334,0.02334,2334,1
"  0","African American Male","2015",1e+05,1,1240,0.0124
"  1","African American Male","2015",98760,0.9876,180,0.0018226002
"  5","African American Male","2015",98580,0.9858,92,0.0009332522
" 10","African American Male","2015",98488,0.98488,115,0.0011676549
" 15","African American Male","2015",98373,0.98373,505,0.0051335224
" 20","African American Male","2015",97868,0.97868,942,0.0096252095
" 25","African American Male","2015",96926,0.96926,1048,0.0108123723
" 30","African American Male","2015",95878,0.95878,1158,0.0120778489
" 35","African American Male","2015",94720,0.9472,1372,0.0144847973
" 40","African American Male","2015",93348,0.93348,1674,0.0179328963
" 45","African American Male","2015",91674,0.91674,2333,0.0254488732
" 50","African American Male","2015",89341,0.89341,3656,0.0409218612
" 55","African American Male","2015",85685,0.85685,5467,0.0638034662
" 60","African American Male","2015",80218,0.80218,7697,0.0959510334
" 65","African American Male","2015",72521,0.72521,9015,0.1243088209
" 70","African American Male","2015",63506,0.63506,10987,0.1730072749
" 75","African American Male","2015",52519,0.52519,12763,0.243016813
" 80","African American Male","2015",39756,0.39756,13601,0.3421118825
" 85","African American Male","2015",26155,0.26155,12497,0.4778053909
" 90","African American Male","2015",13658,0.13658,8676,0.6352320984
" 95","African American Male","2015",4982,0.04982,3872,0.7771979125
"100","African American Male","2015",1110,0.0111,1110,1
"  0","African American Female","2015",1e+05,1,1034,0.01034
"  1","African American Female","2015",98966,0.98966,126,0.0012731645
"  5","African American Female","2015",98840,0.9884,73,0.0007385674
" 10","African American Female","2015",98767,0.98767,76,0.0007694878
" 15","African American Female","2015",98691,0.98691,159,0.0016110892
" 20","African American Female","2015",98532,0.98532,285,0.0028924613
" 25","African American Female","2015",98247,0.98247,376,0.0038270889
" 30","African American Female","2015",97871,0.97871,542,0.0055379019
" 35","African American Female","2015",97329,0.97329,750,0.0077058225
" 40","African American Female","2015",96579,0.96579,1106,0.0114517649
" 45","African American Female","2015",95473,0.95473,1640,0.0171776314
" 50","African American Female","2015",93833,0.93833,2513,0.0267816227
" 55","African American Female","2015",91320,0.9132,3690,0.0404073587
" 60","African American Female","2015",87630,0.8763,4921,0.0561565674
" 65","African American Female","2015",82709,0.82709,6253,0.0756024133
" 70","African American Female","2015",76456,0.76456,8599,0.1124699173
" 75","African American Female","2015",67857,0.67857,11344,0.1671750888
" 80","African American Female","2015",56513,0.56513,14498,0.2565427424
" 85","African American Female","2015",42015,0.42015,16387,0.3900273712
" 90","African American Female","2015",25628,0.25628,14154,0.5522865616
" 95","African American Female","2015",11474,0.11474,8201,0.7147463831
"100","African American Female","2015",3273,0.03273,3273,1
"  0","All","2000",1e+05,1,695,0.00695
"  1","All","2000",99305,0.99305,129,0.0012990282
"  5","All","2000",99176,0.99176,79,0.0007965637
" 10","All","2000",99097,0.99097,99,0.0009990212
" 15","All","2000",98998,0.98998,334,0.0033738055
" 20","All","2000",98664,0.98664,461,0.0046724236
" 25","All","2000",98203,0.98203,452,0.0046027107
" 30","All","2000",97751,0.97751,550,0.0056265409
" 35","All","2000",97201,0.97201,779,0.0080143208
" 40","All","2000",96422,0.96422,1148,0.0119059966
" 45","All","2000",95274,0.95274,1673,0.0175598799
" 50","All","2000",93601,0.93601,2369,0.0253095587
" 55","All","2000",91232,0.91232,3590,0.039350228
" 60","All","2000",87642,0.87642,5312,0.0606102097
" 65","All","2000",82330,0.8233,7439,0.0903558849
" 70","All","2000",74891,0.74891,10247,0.1368255198
" 75","All","2000",64644,0.64644,13759,0.2128426459
" 80","All","2000",50885,0.50885,16370,0.3217058072
" 85","All","2000",34515,0.34515,16019,0.4641170506
" 90","All","2000",18496,0.18496,11617,0.6280817474
" 95","All","2000",6879,0.06879,5400,0.7849978195
"100","All","2000",1479,0.01479,1479,1
"  0","All Male","2000",1e+05,1,761,0.00761
"  1","All Male","2000",99239,0.99239,144,0.0014510424
"  5","All Male","2000",99095,0.99095,87,0.0008779454
" 10","All Male","2000",99008,0.99008,118,0.0011918229
" 15","All Male","2000",98890,0.9889,464,0.0046920821
" 20","All Male","2000",98426,0.98426,679,0.0068985837
" 25","All Male","2000",97747,0.97747,633,0.0064759021
" 30","All Male","2000",97114,0.97114,729,0.0075066417
" 35","All Male","2000",96385,0.96385,996,0.0103335581
" 40","All Male","2000",95389,0.95389,1449,0.0151904308
" 45","All Male","2000",93940,0.9394,2122,0.0225888865
" 50","All Male","2000",91818,0.91818,2921,0.0318129343
" 55","All Male","2000",88897,0.88897,4346,0.048888039
" 60","All Male","2000",84551,0.84551,6310,0.0746295135
" 65","All Male","2000",78241,0.78241,8750,0.111833949
" 70","All Male","2000",69491,0.69491,11803,0.169849333
" 75","All Male","2000",57688,0.57688,14919,0.2586153099
" 80","All Male","2000",42769,0.42769,16242,0.3797610419
" 85","All Male","2000",26527,0.26527,14054,0.5297998266
" 90","All Male","2000",12473,0.12473,8618,0.690932414
" 95","All Male","2000",3855,0.03855,3210,0.8326848249
"100","All Male","2000",645,0.00645,645,1
"  0","All Female","2000",1e+05,1,625,0.00625
"  1","All Female","2000",99375,0.99375,114,0.0011471698
"  5","All Female","2000",99261,0.99261,71,0.000715286
" 10","All Female","2000",99190,0.9919,79,0.0007964513
" 15","All Female","2000",99111,0.99111,196,0.0019775807
" 20","All Female","2000",98915,0.98915,233,0.0023555578
" 25","All Female","2000",98682,0.98682,264,0.0026752599
" 30","All Female","2000",98418,0.98418,366,0.0037188319
" 35","All Female","2000",98052,0.98052,559,0.0057010566
" 40","All Female","2000",97493,0.97493,845,0.0086672889
" 45","All Female","2000",96648,0.96648,1223,0.0126541677
" 50","All Female","2000",95425,0.95425,1816,0.0190306523
" 55","All Female","2000",93609,0.93609,2842,0.0303603286
" 60","All Female","2000",90767,0.90767,4334,0.0477486311
" 65","All Female","2000",86433,0.86433,6214,0.0718938368
" 70","All Female","2000",80219,0.80219,8908,0.1110460115
" 75","All Female","2000",71311,0.71311,12856,0.1802807421
" 80","All Female","2000",58455,0.58455,16625,0.2844068087
" 85","All Female","2000",41830,0.4183,17894,0.4277791059
" 90","All Female","2000",23936,0.23936,14376,0.6006016043
" 95","All Female","2000",9560,0.0956,7377,0.7716527197
"100","All Female","2000",2183,0.02183,2183,1
"  0","White All","2000",1e+05,1,571,0.00571
"  1","White All","2000",99429,0.99429,116,0.0011666616
"  5","White All","2000",99313,0.99313,74,0.000745119
" 10","White All","2000",99239,0.99239,93,0.0009371316
" 15","White All","2000",99146,0.99146,320,0.0032275634
" 20","White All","2000",98826,0.98826,420,0.0042498938
" 25","White All","2000",98406,0.98406,406,0.0041257647
" 30","White All","2000",98000,0.98,494,0.0050408163
" 35","White All","2000",97506,0.97506,707,0.0072508358
" 40","White All","2000",96799,0.96799,1040,0.0107439126
" 45","White All","2000",95759,0.95759,1517,0.015841853
" 50","White All","2000",94242,0.94242,2192,0.0232592687
" 55","White All","2000",92050,0.9205,3395,0.0368821293
" 60","White All","2000",88655,0.88655,5137,0.0579437144
" 65","White All","2000",83518,0.83518,7299,0.0873943342
" 70","White All","2000",76219,0.76219,10197,0.133785539
" 75","White All","2000",66022,0.66022,13862,0.2099603163
" 80","White All","2000",52160,0.5216,16699,0.3201495399
" 85","White All","2000",35461,0.35461,16497,0.465215307
" 90","White All","2000",18964,0.18964,11993,0.6324087745
" 95","White All","2000",6971,0.06971,5517,0.7914216038
"100","White All","2000",1454,0.01454,1454,1
"  0","White Male","2000",1e+05,1,627,0.00627
"  1","White Male","2000",99373,0.99373,130,0.0013082024
"  5","White Male","2000",99243,0.99243,80,0.0008061022
" 10","White Male","2000",99163,0.99163,111,0.0011193691
" 15","White Male","2000",99052,0.99052,436,0.0044017284
" 20","White Male","2000",98616,0.98616,613,0.0062160299
" 25","White Male","2000",98003,0.98003,567,0.0057855372
" 30","White Male","2000",97436,0.97436,662,0.0067942034
" 35","White Male","2000",96774,0.96774,915,0.0094550189
" 40","White Male","2000",95859,0.95859,1329,0.0138641129
" 45","White Male","2000",94530,0.9453,1942,0.0205437427
" 50","White Male","2000",92588,0.92588,2705,0.0292154491
" 55","White Male","2000",89883,0.89883,4110,0.0457261106
" 60","White Male","2000",85773,0.85773,6116,0.0713044898
" 65","White Male","2000",79657,0.79657,8618,0.1081888597
" 70","White Male","2000",71039,0.71039,11794,0.1660214812
" 75","White Male","2000",59245,0.59245,15124,0.2552789265
" 80","White Male","2000",44121,0.44121,16696,0.3784139072
" 85","White Male","2000",27425,0.27425,14585,0.5318140383
" 90","White Male","2000",12840,0.1284,8941,0.6963395639
" 95","White Male","2000",3899,0.03899,3274,0.8397024878
"100","White Male","2000",625,0.00625,625,1
"  0","White Female","2000",1e+05,1,512,0.00512
"  1","White Female","2000",99488,0.99488,103,0.0010353007
"  5","White Female","2000",99385,0.99385,66,0.0006640841
" 10","White Female","2000",99319,0.99319,74,0.000745074
" 15","White Female","2000",99245,0.99245,196,0.0019749106
" 20","White Female","2000",99049,0.99049,214,0.0021605468
" 25","White Female","2000",98835,0.98835,233,0.0023574645
" 30","White Female","2000",98602,0.98602,320,0.0032453703
" 35","White Female","2000",98282,0.98282,492,0.0050060031
" 40","White Female","2000",97790,0.9779,741,0.0075774619
" 45","White Female","2000",97049,0.97049,1087,0.0112005276
" 50","White Female","2000",95962,0.95962,1669,0.0173923011
" 55","White Female","2000",94293,0.94293,2678,0.0284008357
" 60","White Female","2000",91615,0.91615,4166,0.0454729029
" 65","White Female","2000",87449,0.87449,6049,0.0691717458
" 70","White Female","2000",81400,0.814,8805,0.1081695332
" 75","White Female","2000",72595,0.72595,12874,0.1773400372
" 80","White Female","2000",59721,0.59721,16873,0.2825304332
" 85","White Female","2000",42848,0.42848,18357,0.4284213966
" 90","White Female","2000",24491,0.24491,14811,0.6047527663
" 95","White Female","2000",9680,0.0968,7533,0.7782024793
"100","White Female","2000",2147,0.02147,2147,1
"  0","African American All","2000",1e+05,1,1422,0.01422
"  1","African American All","2000",98578,0.98578,196,0.0019882732
"  5","African American All","2000",98382,0.98382,111,0.0011282552
" 10","African American All","2000",98271,0.98271,132,0.0013432243
" 15","African American All","2000",98139,0.98139,438,0.0044630575
" 20","African American All","2000",97701,0.97701,755,0.0077276589
" 25","African American All","2000",96946,0.96946,803,0.0082829616
" 30","African American All","2000",96143,0.96143,979,0.0101827486
" 35","African American All","2000",95164,0.95164,1355,0.0142385776
" 40","African American All","2000",93809,0.93809,2039,0.0217356544
" 45","African American All","2000",91770,0.9177,3009,0.032788493
" 50","African American All","2000",88761,0.88761,4104,0.0462365228
" 55","African American All","2000",84657,0.84657,5650,0.0667399034
" 60","African American All","2000",79007,0.79007,7303,0.0924348475
" 65","African American All","2000",71704,0.71704,9355,0.1304669196
" 70","African American All","2000",62349,0.62349,11362,0.1822322732
" 75","African American All","2000",50987,0.50987,13023,0.2554180477
" 80","African American All","2000",37964,0.37964,13287,0.3499894637
" 85","African American All","2000",24677,0.24677,11473,0.464926855
" 90","African American All","2000",13204,0.13204,7836,0.5934565283
" 95","African American All","2000",5368,0.05368,3877,0.722242921
"100","African American All","2000",1491,0.01491,1491,1
"  0","African American Male","2000",1e+05,1,1563,0.01563
"  1","African American Male","2000",98437,0.98437,218,0.0022146144
"  5","African American Male","2000",98219,0.98219,126,0.0012828475
" 10","African American Male","2000",98093,0.98093,163,0.0016616884
" 15","African American Male","2000",97930,0.9793,655,0.0066884509
" 20","African American Male","2000",97275,0.97275,1172,0.0120483166
" 25","African American Male","2000",96103,0.96103,1163,0.0121015993
" 30","African American Male","2000",94940,0.9494,1299,0.0136823257
" 35","African American Male","2000",93641,0.93641,1696,0.0181117246
" 40","African American Male","2000",91945,0.91945,2506,0.0272554244
" 45","African American Male","2000",89439,0.89439,3786,0.042330527
" 50","African American Male","2000",85653,0.85653,5124,0.0598227733
" 55","African American Male","2000",80529,0.80529,6941,0.0861925518
" 60","African American Male","2000",73588,0.73588,8608,0.1169755938
" 65","African American Male","2000",64980,0.6498,10727,0.1650815636
" 70","African American Male","2000",54253,0.54253,12560,0.231507935
" 75","African American Male","2000",41693,0.41693,13196,0.3165039695
" 80","African American Male","2000",28497,0.28497,11965,0.4198687581
" 85","African American Male","2000",16532,0.16532,8907,0.5387732882
" 90","African American Male","2000",7625,0.07625,5060,0.6636065574
" 95","African American Male","2000",2565,0.02565,2002,0.7805068226
"100","African American Male","2000",563,0.00563,563,1
"  0","African American Female","2000",1e+05,1,1277,0.01277
"  1","African American Female","2000",98723,0.98723,173,0.0017523779
"  5","African American Female","2000",98550,0.9855,94,0.0009538305
" 10","African American Female","2000",98456,0.98456,102,0.0010359958
" 15","African American Female","2000",98354,0.98354,213,0.0021656465
" 20","African American Female","2000",98141,0.98141,356,0.003627434
" 25","African American Female","2000",97785,0.97785,471,0.0048166897
" 30","African American Female","2000",97314,0.97314,682,0.0070082414
" 35","African American Female","2000",96632,0.96632,1044,0.0108038745
" 40","African American Female","2000",95588,0.95588,1609,0.0168326568
" 45","African American Female","2000",93979,0.93979,2299,0.0244629119
" 50","African American Female","2000",91680,0.9168,3163,0.0345004363
" 55","African American Female","2000",88517,0.88517,4473,0.050532666
" 60","African American Female","2000",84044,0.84044,6103,0.0726167246
" 65","African American Female","2000",77941,0.77941,8163,0.1047330673
" 70","African American Female","2000",69778,0.69778,10417,0.1492877411
" 75","African American Female","2000",59361,0.59361,12908,0.217449167
" 80","African American Female","2000",46453,0.46453,14400,0.3099907433
" 85","African American Female","2000",32053,0.32053,13706,0.4276042804
" 90","African American Female","2000",18347,0.18347,10358,0.5645609636
" 95","African American Female","2000",7989,0.07989,5638,0.7057203655
"100","African American Female","2000",2351,0.02351,2351,1
"  0","All","1990",1e+05,1,936,0.00936
"  1","All","1990",99064,0.99064,187,0.0018876686
"  5","All","1990",98877,0.98877,111,0.0011226069
" 10","All","1990",98766,0.98766,131,0.0013263674
" 15","All","1990",98635,0.98635,420,0.0042581234
" 20","All","1990",98215,0.98215,544,0.0055388688
" 25","All","1990",97671,0.97671,601,0.0061533106
" 30","All","1990",97070,0.9707,748,0.0077057793
" 35","All","1990",96322,0.96322,949,0.0098523702
" 40","All","1990",95373,0.95373,1219,0.0127813952
" 45","All","1990",94154,0.94154,1784,0.0189476815
" 50","All","1990",92370,0.9237,2712,0.0293601819
" 55","All","1990",89658,0.89658,4121,0.0459635504
" 60","All","1990",85537,0.85537,6018,0.0703555187
" 65","All","1990",79519,0.79519,8162,0.1026421358
" 70","All","1990",71357,0.71357,10908,0.1528651709
" 75","All","1990",60449,0.60449,13365,0.2210954689
" 80","All","1990",47084,0.47084,15314,0.3252484921
" 85","All","1990",31770,0.3177,14724,0.4634560907
" 90","All","1990",17046,0.17046,10764,0.631467793
" 95","All","1990",6282,0.06282,4858,0.7733205985
"100","All","1990",1424,0.01424,1424,1
"  0","All Male","1990",1e+05,1,1039,0.01039
"  1","All Male","1990",98961,0.98961,207,0.0020917331
"  5","All Male","1990",98754,0.98754,127,0.0012860239
" 10","All Male","1990",98627,0.98627,163,0.0016526915
" 15","All Male","1990",98464,0.98464,610,0.0061951576
" 20","All Male","1990",97854,0.97854,805,0.0082265416
" 25","All Male","1990",97049,0.97049,883,0.0090984966
" 30","All Male","1990",96166,0.96166,1075,0.011178587
" 35","All Male","1990",95091,0.95091,1330,0.0139866023
" 40","All Male","1990",93761,0.93761,1622,0.0172993035
" 45","All Male","1990",92139,0.92139,2274,0.0246801029
" 50","All Male","1990",89865,0.89865,3373,0.0375340789
" 55","All Male","1990",86492,0.86492,5114,0.0591268557
" 60","All Male","1990",81378,0.81378,7407,0.0910196859
" 65","All Male","1990",73971,0.73971,9864,0.1333495559
" 70","All Male","1990",64107,0.64107,12722,0.1984494673
" 75","All Male","1990",51385,0.51385,14636,0.2848302034
" 80","All Male","1990",36749,0.36749,14934,0.4063784049
" 85","All Male","1990",21815,0.21815,11937,0.5471922989
" 90","All Male","1990",9878,0.09878,6951,0.7036849565
" 95","All Male","1990",2927,0.02927,2398,0.819268876
"100","All Male","1990",529,0.00529,529,1
"  0","All Female","1990",1e+05,1,828,0.00828
"  1","All Female","1990",99172,0.99172,166,0.0016738596
"  5","All Female","1990",99006,0.99006,95,0.0009595378
" 10","All Female","1990",98911,0.98911,97,0.0009806796
" 15","All Female","1990",98814,0.98814,217,0.0021960451
" 20","All Female","1990",98597,0.98597,272,0.0027587046
" 25","All Female","1990",98325,0.98325,312,0.0031731503
" 30","All Female","1990",98013,0.98013,417,0.0042545377
" 35","All Female","1990",97596,0.97596,563,0.005768679
" 40","All Female","1990",97033,0.97033,811,0.0083579813
" 45","All Female","1990",96222,0.96222,1290,0.0134064975
" 50","All Female","1990",94932,0.94932,2051,0.0216049383
" 55","All Female","1990",92881,0.92881,3139,0.0337959324
" 60","All Female","1990",89742,0.89742,4667,0.0520046355
" 65","All Female","1990",85075,0.85075,6553,0.0770261534
" 70","All Female","1990",78522,0.78522,9235,0.1176103512
" 75","All Female","1990",69287,0.69287,12301,0.1775369117
" 80","All Female","1990",56986,0.56986,15871,0.2785070017
" 85","All Female","1990",41115,0.41115,17449,0.4243949897
" 90","All Female","1990",23666,0.23666,14320,0.6050874673
" 95","All Female","1990",9346,0.09346,7095,0.7591482987
"100","All Female","1990",2251,0.02251,2251,1
"  0","White All","1990",1e+05,1,767,0.00767
"  1","White All","1990",99233,0.99233,165,0.0016627533
"  5","White All","1990",99068,0.99068,102,0.0010295958
" 10","White All","1990",98966,0.98966,123,0.0012428511
" 15","White All","1990",98843,0.98843,388,0.0039254171
" 20","White All","1990",98455,0.98455,483,0.0049057945
" 25","White All","1990",97972,0.97972,521,0.0053178459
" 30","White All","1990",97451,0.97451,641,0.0065776647
" 35","White All","1990",96810,0.9681,810,0.0083669042
" 40","White All","1990",96000,0.96,1068,0.011125
" 45","White All","1990",94932,0.94932,1606,0.0169173724
" 50","White All","1990",93326,0.93326,2493,0.0267128131
" 55","White All","1990",90833,0.90833,3890,0.0428258452
" 60","White All","1990",86943,0.86943,5820,0.0669404092
" 65","White All","1990",81123,0.81123,8017,0.0988252407
" 70","White All","1990",73106,0.73106,10931,0.149522611
" 75","White All","1990",62175,0.62175,13592,0.2186087656
" 80","White All","1990",48583,0.48583,15733,0.3238375563
" 85","White All","1990",32850,0.3285,15279,0.4651141553
" 90","White All","1990",17571,0.17571,11155,0.6348528826
" 95","White All","1990",6416,0.06416,4993,0.7782107232
"100","White All","1990",1423,0.01423,1423,1
"  0","White Male","1990",1e+05,1,862,0.00862
"  1","White Male","1990",99138,0.99138,182,0.0018358248
"  5","White Male","1990",98956,0.98956,117,0.0011823437
" 10","White Male","1990",98839,0.98839,153,0.001547972
" 15","White Male","1990",98686,0.98686,552,0.0055934986
" 20","White Male","1990",98134,0.98134,704,0.0071738643
" 25","White Male","1990",97430,0.9743,768,0.0078825824
" 30","White Male","1990",96662,0.96662,931,0.0096314995
" 35","White Male","1990",95731,0.95731,1143,0.0119397061
" 40","White Male","1990",94588,0.94588,1421,0.0150230473
" 45","White Male","1990",93167,0.93167,2043,0.0219283652
" 50","White Male","1990",91124,0.91124,3102,0.0340415258
" 55","White Male","1990",88022,0.88022,4840,0.0549862534
" 60","White Male","1990",83182,0.83182,7220,0.0867976245
" 65","White Male","1990",75962,0.75962,9781,0.1287617493
" 70","White Male","1990",66181,0.66181,12873,0.1945120201
" 75","White Male","1990",53308,0.53308,15063,0.2825654686
